196,1001,922,1307
197,991,921,1343
198,1007,918,1347
199,987,921,1300
200,990,915,1299
201,991,925,1335
202,987,915,1323
203,989,927,1351
204,995,932,1351
205,989,921,1339
206,992,922,1422
207,991,922,1361
208,989,923,1361
209,987,939,1300
210,990,931,1325
211,986,919,1351
212,987,923,1318
213,990,923,1347
214,990,931,1344
215,989,923,1361
216,983,918,1342
217,989,930,1313
218,986,926,1355
219,992,923,1326
220,990,927,1351
221,991,919,1355
222,993,954,1354
223,988,922,1361
224,896,923,1335
225,991,923,1367
226,989,925,1328
227,981,918,1368
228,989,923,1367
229,987,929,1373
230,990,927,1359
231,989,921,1367
232,990,927,1349
233,958,915,1314
234,986,926,1326
235,985,925,1360
236,958,927,1364
237,946,918,1330
238,987,925,1338
239,995,924,1351
240,987,918,1343
241,989,914,1339
242,987,926,1325
243,989,924,1334
244,983,949,1342
245,986,925,1359
246,985,919,1367
247,986,925,1371
248,956,925,1373
249,992,923,1338
250,967,929,1367
251,998,929,1361
252,948,942,1367
253,985,929,1365
254,987,924,1365
255,989,931,1350
254,995,917,1346
253,956,939,1360
252,991,919,1378
251,987,924,1357
250,954,929,1364
249,996,925,1354
248,987,931,1354
247,990,918,1333
246,989,925,1353
245,990,929,1369
244,1022,933,1366
243,988,919,1358
242,993,927,1345
241,987,923,1355
240,986,923,1345
239,983,917,1337
238,997,881,1367
237,978,922,1369
236,1007,919,1344
235,989,923,1365
234,993,855,1347
233,987,925,1349
232,991,1008,1371
231,991,923,1339
230,990,922,1334
229,987,926,1374
228,989,929,1381
227,993,923,1361
226,991,927,1350
225,989,926,1347
224,989,912,1332
223,989,927,1321
222,990,919,1335
221,979,919,1344
220,989,927,1328
219,991,924,1350
218,994,929,1316
217,989,923,1347
216,987,930,1354
215,990,926,1349
214,983,919,1328
213,990,919,1296
212,986,919,1310
211,987,918,1292
210,989,931,1333
209,991,923,1328
208,994,925,1354
207,989,925,1343
206,991,926,1321
205,993,943,1315
204,991,926,1325
203,989,944,1345
202,987,922,1321
201,991,916,1331
200,989,916,1344
199,993,929,1306
198,987,926,1344
197,989,935,1326
196,978,929,1330
195,990,917,1296
194,986,937,1344
193,987,919,1304
192,996,915,1335
191,989,915,1302
190,994,921,1311
189,987,918,1333
188,988,929,1338
187,988,925,1306
186,983,927,1312
185,991,927,1292
184,1003,926,1331
183,991,925,1328
182,986,915,1298
181,992,927,1300
180,988,933,1297
179,990,923,1285
178,985,926,1311
177,992,929,1312
176,982,930,1307
175,991,928,1281
174,990,924,1314
173,992,927,1280
172,985,925,1312
171,991,925,1307
170,983,917,1280
169,986,929,1314
168,987,927,1284
167,1008,921,1284
166,991,923,1325
165,992,925,1312
164,992,926,1271
163,989,915,1311
162,990,927,1282
161,987,924,1295
160,994,925,1313
159,994,928,1268
158,993,921,1289
157,989,923,1298
156,993,932,1262
155,989,925,1296
154,987,927,1267
153,990,931,1306
152,987,922,1266
151,991,926,1305
150,987,925,1280
149,987,919,1265
148,991,927,1267
147,991,927,1296
146,990,919,1267
145,990,923,1286
144,991,925,1275
143,990,925,1287
142,990,927,1293
141,993,926,1269
140,989,933,1279
139,991,923,1264
138,985,923,1257
137,1005,925,1269
136,1003,923,1267
135,1004,919,1274
134,1007,917,1263
133,1008,922,1259
132,1007,923,1268
131,1010,923,1264
130,1008,915,1267
129,1005,922,1261
128,1023,915,1243
127,1015,943,1260
126,1009,925,1259
125,1011,918,1251
124,1019,922,1255
123,1015,919,1252
122,1018,927,1255
121,1015,915,1258
120,1015,925,1245
119,991,917,1251
118,1023,827,1248
117,1032,925,1245
116,1040,927,1235
115,1035,915,1214
114,1038,919,1248
113,1040,926,1239
112,1042,919,1243
111,1040,931,1245
110,1037,922,1235
109,1038,925,1238
108,1042,909,1234
107,1042,913,1241
106,1042,915,1236
105,1036,921,1250
104,1037,925,1237
103,1039,916,1235
102,1043,939,1232
101,1038,915,1229
100,1035,913,1231
99,1031,922,1244
98,1038,910,1233
97,1040,914,1239
96,1031,912,1230
95,1022,911,1228
94,1034,918,1234
93,1035,912,1222
92,1035,918,1256
91,1039,914,1226
90,1037,914,1230
89,1039,917,1229
88,1037,912,1229
87,1042,915,1232
86,1037,922,1218
85,1033,915,1217
84,1040,941,1218
83,1031,911,1220
82,1040,912,1229
81,1034,912,1221
80,1040,912,1214
79,1034,912,1221
78,1023,912,1209
77,1035,913,1220
76,1034,910,1217
75,1035,912,1219
74,1033,909,1213
73,1039,915,1219
72,1017,909,1206
71,1033,928,1207
70,1017,912,1205
69,1018,912,1212
68,1035,898,1215
67,1021,912,1215
66,1029,909,1211
65,1031,905,1211
64,1022,906,1203
63,1022,912,1211
62,1021,912,1202
61,1030,912,1202
60,1008,910,1200
59,1017,912,1201
58,1029,907,1198
57,1029,843,1210
56,1037,907,1200
55,1015,909,1201
54,1023,910,1200
53,1018,913,1232
52,1031,906,1200
51,1013,909,1197
50,1023,903,1197
49,1011,912,1191
48,1018,905,1195
47,1009,904,1195
46,1022,896,1194
45,1013,909,1191
44,1008,909,1194
43,1013,903,1189
42,1011,912,1195
41,1023,902,1187
40,1008,912,1189
39,1011,900,1186
38,1017,905,1187
37,1017,917,1185
36,1021,898,1195
35,1001,909,1183
34,1008,899,1184
33,1018,903,1187
32,1015,902,1181
31,1011,912,1181
30,994,903,1187
29,1018,898,1184
28,1017,895,1180
27,1022,899,1181
26,1013,901,1178
25,1008,895,1171
24,1008,905,1170
23,1042,899,1178
22,1011,901,1174
21,1009,928,1181
20,1011,890,1172
19,1003,894,1171
18,1011,899,1168
17,1003,898,1174
16,1003,895,1174
15,1008,880,1155
14,1008,895,1171
13,1007,914,1178
12,1008,897,1174
11,1007,878,1171
10,1007,903,1179
9,1001,901,1169
8,1009,895,1171
7,998,817,1152
6,1007,895,1171
5,1013,887,1173
4,1006,895,1168
3,998,895,1166
2,1008,896,1163
1,999,898,1154
